pid	region	time	value
30	hpc	888	0.253
30	hpc	889	0.767
30	hpc	890	0.622
30	hpc	891	0.072
30	hpc	892	0.381
30	hpc	893	0.02
30	hpc	894	0.311
30	hpc	895	0.23
30	hpc	896	0.875
30	hpc	897	0.139
30	hpc	898	0.271
30	hpc	899	0.177
30	hpc	900	0.701
30	hpc	901	0.143
30	hpc	902	0.109
30	hpc	903	0.224
30	hpc	904	0.664
30	hpc	905	0.532
30	hpc	906	0.974
30	hpc	907	0.961
30	hpc	908	0.1
30	hpc	909	0.327
30	hpc	910	0.912
30	hpc	911	0.427
30	hpc	912	0.57
30	hpc	913	0.009
30	hpc	914	0.368
30	hpc	915	0.94
30	hpc	916	0.403
30	hpc	917	0.517
30	hpc	918	0.103
30	hpc	919	0.15
30	hpc	920	0.901
30	hpc	921	0.541
30	hpc	922	0.677
30	hpc	923	0.37
30	hpc	924	0.192
30	hpc	925	0.793
30	hpc	926	0.378
30	hpc	927	0.174
30	hpc	928	0.199
30	hpc	929	0.327
30	hpc	930	0.365
30	hpc	931	0.787
30	hpc	932	0.655
30	hpc	933	0.438
30	hpc	934	0.58
30	hpc	935	0.955
30	hpc	936	0.402
30	hpc	937	0.22
30	hpc	938	0.919
30	hpc	939	0.343
30	hpc	940	0.257
30	hpc	941	0.872
30	hpc	942	0.617
30	hpc	943	0.578
30	hpc	944	0.299
30	hpc	945	0.914
30	hpc	946	0.235
30	hpc	947	0.308
30	hpc	948	0.814
30	hpc	949	0.201
30	hpc	950	0.836
30	hpc	951	0.899
30	hpc	952	0.494
30	hpc	953	0.913
30	hpc	954	0.005
30	hpc	955	0.462
30	hpc	956	0.596
30	hpc	957	0.164
30	hpc	958	0.694
30	hpc	959	0.47
30	hpc	960	0.191
30	hpc	961	0.587
30	hpc	962	0.154
30	hpc	963	0.067
30	hpc	964	0.216
30	hpc	965	0.002
30	hpc	966	0.843
30	hpc	967	0.528
30	hpc	968	0.347
30	hpc	969	0.457
30	hpc	970	0.003
30	hpc	971	0.581
30	hpc	972	0.665
30	hpc	973	0.75
30	hpc	974	0.936
30	hpc	975	0.736
30	hpc	976	0.713
30	hpc	977	0.675
30	hpc	978	0.116
30	hpc	979	0.308
30	hpc	980	0.902
30	hpc	981	0.065
30	hpc	982	0.933
30	hpc	983	0.548
30	hpc	984	0
30	hpc	985	0.821
30	hpc	986	0.731
30	hpc	987	0.078
30	hpc	988	0.784
30	hpc	989	0.664
30	hpc	990	0.41
30	hpc	991	0.389
30	hpc	992	0.828
30	hpc	993	0.475
30	hpc	994	0.313
30	hpc	995	0.637
30	hpc	996	0.614
30	hpc	997	0.295
30	hpc	998	0.786
30	hpc	999	0.041
30	hpc	1000	0.873
30	hpc	1001	0.014
30	hpc	1002	0.235
30	hpc	1003	0.712
30	hpc	1004	0.14
30	hpc	1005	0.668
30	hpc	1006	0.735
30	hpc	1007	0.971
30	hpc	1008	0.904
30	hpc	1009	0.84
30	hpc	1010	0.982
30	hpc	1011	0.371
30	hpc	1012	0.728
30	hpc	1013	0.237
30	hpc	1014	0.944
30	hpc	1015	0.784
30	hpc	1016	0.072
30	hpc	1017	0.881
30	hpc	1018	0.26
30	hpc	1019	0.357
30	hpc	1020	0.403
30	hpc	1021	0.515
30	hpc	1022	0.795
30	hpc	1023	0.039
30	hpc	1024	0.443
30	hpc	1025	0.611
30	hpc	1026	0.252
30	hpc	1027	0.884
30	hpc	1028	0.134
30	hpc	1029	0.98
30	hpc	1030	0.458
30	hpc	1031	0.205
30	hpc	1032	0.946
30	hpc	1033	0.492
30	hpc	1034	0.217
30	hpc	1035	0.154
30	hpc	1036	0.633
30	hpc	1037	0.011
30	hpc	1038	0.137
30	hpc	1039	0.395
30	hpc	1040	0.567
30	hpc	1041	0.181
30	hpc	1042	0.119
30	hpc	1043	0.358
30	hpc	1044	0.761
30	hpc	1045	0.679
30	hpc	1046	0.249
30	hpc	1047	0.475
30	hpc	1048	0.296
30	hpc	1049	0.275
30	hpc	1050	0.505
30	hpc	1051	0.74
30	hpc	1052	0.765
30	hpc	1053	0.023
30	hpc	1054	0.585
30	hpc	1055	0.236
30	hpc	1056	0.155
30	hpc	1057	0.364
30	hpc	1058	0.199
30	hpc	1059	0.97
30	hpc	1060	0.805
30	hpc	1061	0.916
30	hpc	1062	0.799
30	hpc	1063	0.672
30	hpc	1064	0.136
30	hpc	1065	0.341
30	hpc	1066	0.047
30	hpc	1067	0.658
30	hpc	1068	0.175
30	hpc	1069	0.145
30	hpc	1070	0.808
30	hpc	1071	0.826
30	hpc	1072	0.729
30	hpc	1073	0.007
30	hpc	1074	0.432
30	hpc	1075	0.2
30	hpc	1076	0.45
30	hpc	1077	0.842
30	hpc	1078	0.017
30	hpc	1079	0.207
30	hpc	1080	0.219
30	hpc	1081	0.289
30	hpc	1082	0.47
30	hpc	1083	0.6
30	hpc	1084	0.479
30	hpc	1085	0.238
30	hpc	1086	0.708
30	hpc	1087	0.671
30	hpc	1088	0.019
30	hpc	1089	0.762
30	hpc	1090	0.014
30	hpc	1091	0.442
30	hpc	1092	0.768
30	hpc	1093	0.751
30	hpc	1094	0.484
30	hpc	1095	0.003
30	hpc	1096	0.553
30	hpc	1097	0.381
30	hpc	1098	0.314
30	hpc	1099	0.707
30	hpc	1100	0.966
30	hpc	1101	0.313
30	hpc	1102	0.302
30	hpc	1103	0.242
30	hpc	1104	0.748
30	hpc	1105	0.075
30	hpc	1106	0.475
30	hpc	1107	0.145
30	hpc	1108	0.909
30	hpc	1109	0.383
30	hpc	1110	0.017
30	hpc	1111	0.536
30	hpc	1112	0.967
30	hpc	1113	0.078
30	hpc	1114	0.501
30	hpc	1115	0.655
30	hpc	1116	0.705
30	hpc	1117	0.394
30	hpc	1118	0.03
30	hpc	1119	0.821
30	hpc	1120	0.846
30	hpc	1121	0.74
30	hpc	1122	0.952
30	hpc	1123	0.476
30	hpc	1124	0.61
30	hpc	1125	0.714
30	hpc	1126	0.258
30	hpc	1127	0.25
30	hpc	1128	0.573
30	hpc	1129	0.809
30	hpc	1130	0.904
30	hpc	1131	0.325
30	hpc	1132	0.094
30	hpc	1133	0.837
30	hpc	1134	0.552
30	hpc	1135	0.148
30	hpc	1136	0.607
30	hpc	1137	0.209
30	hpc	1138	0.777
30	hpc	1139	0.623
30	hpc	1140	0.459
30	hpc	1141	0.85
30	hpc	1142	0.054
30	hpc	1143	0.786
30	hpc	1144	0.039
30	hpc	1145	0.567
30	hpc	1146	0.434
30	hpc	1147	0.117
30	hpc	1148	0.697
30	hpc	1149	0.865
30	hpc	1150	0.54
30	hpc	1151	0.314
30	hpc	1152	0.352
30	hpc	1153	0.05
30	hpc	1154	0.119
30	hpc	1155	0.374
30	hpc	1156	0.257
30	hpc	1157	0.361
30	hpc	1158	0.153
30	hpc	1159	0.745
30	hpc	1160	0.64
30	hpc	1161	0.916
30	hpc	1162	0.902
30	hpc	1163	0.779
30	hpc	1164	0.682
30	hpc	1165	0.392
30	hpc	1166	0.802
30	hpc	1167	0.109
30	hpc	1168	0.952
30	hpc	1169	0.501
30	hpc	1170	0.786
30	hpc	1171	0.752
30	hpc	1172	0.911
30	hpc	1173	0.373
30	hpc	1174	0.867
30	hpc	1175	0.912
30	hpc	1176	0.656
30	hpc	1177	0.919
30	hpc	1178	0.901
30	hpc	1179	0.538
30	hpc	1180	0.107
30	hpc	1181	0.428
30	hpc	1182	0.079
30	hpc	1183	0.8
30	hpc	1184	0.215
30	hpc	1185	0.802
30	hpc	1186	0.052
30	hpc	1187	0.423
30	hpc	1188	0.68
30	hpc	1189	0.883
30	hpc	1190	0.819
30	hpc	1191	0.923
30	hpc	1192	0.61
30	hpc	1193	0.67
30	hpc	1194	0.752
30	hpc	1195	0.986
30	hpc	1196	0.621
30	hpc	1197	0.779
30	hpc	1198	0.859
30	hpc	1199	0.16
30	hpc	1200	0.243
30	hpc	1201	0.427
30	hpc	1202	0.93
30	hpc	1203	0.601
30	hpc	1204	0.84
30	hpc	1205	0.434
30	hpc	1206	0.58
30	hpc	1207	0.909
30	hpc	1208	0.366
30	hpc	1209	0.246
30	hpc	1210	0.765
30	hpc	1211	0.218
30	hpc	1212	0.497
30	hpc	1213	0.971
30	hpc	1214	0.115
30	hpc	1215	0.155
30	hpc	1216	0.536
30	hpc	1217	0.908
30	hpc	1218	0.573
30	hpc	1219	0.824
30	hpc	1220	0.628
30	hpc	1221	0.276
30	hpc	1222	0.475
30	hpc	1223	0.687
30	hpc	1224	0.431
30	hpc	1225	0.539
30	hpc	1226	0.973
30	hpc	1227	0.405
30	hpc	1228	0.77
30	hpc	1229	0.569
30	hpc	1230	0.119
30	hpc	1231	0.277
30	hpc	1232	0.768
30	hpc	1233	0.591
30	hpc	1234	0.74
30	hpc	1235	0.312
30	hpc	1236	0.055
30	hpc	1237	0.639
30	hpc	1238	0.361
30	hpc	1239	0.929
30	hpc	1240	0.528
30	hpc	1241	0.911
30	hpc	1242	0.268
30	hpc	1243	0.139
30	hpc	1244	0.436
30	hpc	1245	0.476
30	hpc	1246	0.16
30	hpc	1247	0.651
30	hpc	1248	0.51
30	hpc	1249	0.111
30	hpc	1250	0.93
30	hpc	1251	0.632
30	hpc	1252	0.014
30	hpc	1253	0.31
30	hpc	1254	0.171
30	hpc	1255	0.784
30	hpc	1256	0.226
30	hpc	1257	0.189
30	hpc	1258	0.177
30	hpc	1259	0.745
30	hpc	1260	0.889
30	mpfc	1	0.443
30	mpfc	2	0.31
30	mpfc	3	0.103
30	mpfc	4	0.425
30	mpfc	5	0.836
30	mpfc	6	0.987
30	mpfc	7	0.005
30	mpfc	8	0.262
30	mpfc	9	0.962
30	mpfc	10	0.812
30	mpfc	11	0.61
30	mpfc	12	0.826
30	mpfc	13	0.138
30	mpfc	14	0.413
30	mpfc	15	0.98
30	mpfc	16	0.792
30	mpfc	17	0.445
30	mpfc	18	0.411
30	mpfc	19	0.976
30	mpfc	20	0.834
30	mpfc	21	0.537
30	mpfc	22	0.843
30	mpfc	23	0.399
30	mpfc	24	0.278
30	mpfc	25	0.269
30	mpfc	26	0.619
30	mpfc	27	0.752
30	mpfc	28	0.414
30	mpfc	29	0.175
30	mpfc	30	0.254
30	mpfc	31	0.765
30	mpfc	32	0.653
30	mpfc	33	0.645
30	mpfc	34	0.021
30	mpfc	35	0.873
30	mpfc	36	0.525
30	mpfc	37	0.085
30	mpfc	38	0.831
30	mpfc	39	0.264
30	mpfc	40	0.828
30	mpfc	41	0.464
30	mpfc	42	0.726
30	mpfc	43	0.124
30	mpfc	44	0.423
30	mpfc	45	0.246
30	mpfc	46	0.925
30	mpfc	47	0.778
30	mpfc	48	0.373
30	mpfc	49	0.94
30	mpfc	50	0.174
30	mpfc	51	0.41
30	mpfc	52	0.64
30	mpfc	53	0.361
30	mpfc	54	0.108
30	mpfc	55	0.574
30	mpfc	56	0.91
30	mpfc	57	0.823
30	mpfc	58	0.936
30	mpfc	59	0.687
30	mpfc	60	0.659
30	mpfc	61	0.393
30	mpfc	62	0.741
30	mpfc	63	0.614
30	mpfc	64	0.085
30	mpfc	65	0.392
30	mpfc	66	0.215
30	mpfc	67	0.091
30	mpfc	68	0.031
30	mpfc	69	0.667
30	mpfc	70	0.958
30	mpfc	71	0.803
30	mpfc	72	0.93
30	mpfc	73	0.923
30	mpfc	74	0.989
30	mpfc	75	0.719
30	mpfc	76	0.494
30	mpfc	77	0.701
30	mpfc	78	0.775
30	mpfc	79	0.882
30	mpfc	80	0.208
30	mpfc	81	0.838
30	mpfc	82	0.283
30	mpfc	83	0.71
30	mpfc	84	0.497
30	mpfc	85	0.413
30	mpfc	86	0.958
30	mpfc	87	0.502
30	mpfc	88	0.64
30	mpfc	89	0.238
30	mpfc	90	0.654
30	mpfc	91	0.156
30	mpfc	92	0.594
30	mpfc	93	0.365
30	mpfc	94	0.612
30	mpfc	95	0.043
30	mpfc	96	0.578
30	mpfc	97	0.52
30	mpfc	98	0.247
30	mpfc	99	0.011
30	mpfc	100	0.043
30	mpfc	101	0.562
30	mpfc	102	0.976
30	mpfc	103	0.086
30	mpfc	104	0.943
30	mpfc	105	0.304
30	mpfc	106	0.515
30	mpfc	107	0.536
30	mpfc	108	0.513
30	mpfc	109	0.317
30	mpfc	110	0.333
30	mpfc	111	0.432
30	mpfc	112	0.46
30	mpfc	113	0.383
30	mpfc	114	0.658
30	mpfc	115	0.502
30	mpfc	116	0.3
30	mpfc	117	0.8
30	mpfc	118	0.647
30	mpfc	119	0.024
30	mpfc	120	0.307
30	mpfc	121	0.072
30	mpfc	122	0.356
30	mpfc	123	0.487
30	mpfc	124	0.661
30	mpfc	125	0.113
30	mpfc	126	0.574
30	mpfc	127	0.757
30	mpfc	128	0.946
30	mpfc	129	0.92
30	mpfc	130	0.538
30	mpfc	131	0.932
30	mpfc	132	0.487
30	mpfc	133	0.328
30	mpfc	134	0.8
30	mpfc	135	0.227
30	mpfc	136	0.398
30	mpfc	137	0.06
30	mpfc	138	0.016
30	mpfc	139	0.362
30	mpfc	140	0.425
30	mpfc	141	0.282
30	mpfc	142	0.712
30	mpfc	143	0.123
30	mpfc	144	0.176
30	mpfc	145	0.256
30	mpfc	146	0.126
30	mpfc	147	0.526
30	mpfc	148	0.62
30	mpfc	149	0.684
30	mpfc	150	0.333
30	mpfc	151	0.198
30	mpfc	152	0.073
30	mpfc	153	0.112
30	mpfc	154	0.567
30	mpfc	155	0.541
30	mpfc	156	0.96
30	mpfc	157	0.566
30	mpfc	158	0.221
30	mpfc	159	0.013
30	mpfc	160	0.71
30	mpfc	161	0.62
30	mpfc	162	0.131
30	mpfc	163	0.372
30	mpfc	164	0.67
30	mpfc	165	0.252
30	mpfc	166	0.512
30	mpfc	167	0.9
30	mpfc	168	0.49
30	mpfc	169	0.81
30	mpfc	170	0.915
30	mpfc	171	0.791
30	mpfc	172	0.27
30	mpfc	173	0.358
30	mpfc	174	0.642
30	mpfc	175	0.576
30	mpfc	176	0.358
30	mpfc	177	0.58
30	mpfc	178	0.057
30	mpfc	179	0.674
30	mpfc	180	0.15
30	mpfc	181	0.721
30	mpfc	182	0.438
30	mpfc	183	0.011
30	mpfc	184	0.732
30	mpfc	185	0.988
30	mpfc	186	0.459
30	mpfc	187	0.961
30	mpfc	188	0.005
30	mpfc	189	0.936
30	mpfc	190	0.139
30	mpfc	191	0.677
30	mpfc	192	0.414
30	mpfc	193	0.127
30	mpfc	194	0.449
30	mpfc	195	0.854
30	mpfc	196	0.91
30	mpfc	197	0.557
30	mpfc	198	0.044
30	mpfc	199	0.228
30	mpfc	200	0.339
30	mpfc	201	0.637
30	mpfc	202	0.036
30	mpfc	203	0.272
30	mpfc	204	0.729
30	mpfc	205	0.95
30	mpfc	206	0.085
30	mpfc	207	0.614
30	mpfc	208	0.688
30	mpfc	209	0.138
30	mpfc	210	0.055
30	mpfc	211	0.694
30	mpfc	212	0.451
30	mpfc	213	0.682
30	mpfc	214	0.867
30	mpfc	215	0.253
30	mpfc	216	0.152
30	mpfc	217	0.52
30	mpfc	218	0.751
30	mpfc	219	0.632
30	mpfc	220	0.594
30	mpfc	221	0.267
30	mpfc	222	0.281
30	mpfc	223	0.939
30	mpfc	224	0.627
30	mpfc	225	0.047
30	mpfc	226	0.098
30	mpfc	227	0.764
30	mpfc	228	0.971
30	mpfc	229	0.309
30	mpfc	230	0.624
30	mpfc	231	0.661
30	mpfc	232	0.547
30	mpfc	233	0.024
30	mpfc	234	0.15
30	mpfc	235	0.62
30	mpfc	236	0.517
30	mpfc	237	0.249
30	mpfc	238	0.646
30	mpfc	239	0.757
30	mpfc	240	0.738
30	mpfc	241	0.452
30	mpfc	242	0.034
30	mpfc	243	0.261
30	mpfc	244	0.588
30	mpfc	245	0.365
30	mpfc	246	0.762
30	mpfc	247	0.919
30	mpfc	248	0.298
30	mpfc	249	0.538
30	mpfc	250	0.008
30	mpfc	251	0.854
30	mpfc	252	0.103
30	mpfc	253	0.813
30	mpfc	254	0.572
30	mpfc	255	0.845
30	mpfc	256	0.175
30	mpfc	257	0.875
30	mpfc	258	0.427
30	mpfc	259	0.479
30	mpfc	260	0.259
30	mpfc	261	0.8
30	mpfc	262	0.695
30	mpfc	263	0.052
30	mpfc	264	0.552
30	mpfc	265	0.394
30	mpfc	266	0.799
30	mpfc	267	0.814
30	mpfc	268	0.082
30	mpfc	269	0.518
30	mpfc	270	0.335
30	mpfc	271	0.924
30	mpfc	272	0.471
30	mpfc	273	0.432
30	mpfc	274	0.04
30	mpfc	275	0.45
30	mpfc	276	0.704
30	mpfc	277	0.304
30	mpfc	278	0.698
30	mpfc	279	0.671
30	mpfc	280	0.542
30	mpfc	281	0.221
30	mpfc	282	0.859
30	mpfc	283	0.675
30	mpfc	284	0.479
30	mpfc	285	0.635
30	mpfc	286	0.249
30	mpfc	287	0.131
30	mpfc	288	0.009
30	mpfc	289	0.58
30	mpfc	290	0.679
30	mpfc	291	0.598
30	mpfc	292	0.112
30	mpfc	293	0.941
30	mpfc	294	0.367
30	mpfc	295	0.473
30	mpfc	296	0.061
30	mpfc	297	0.49
30	mpfc	298	0.877
30	mpfc	299	0.958
30	mpfc	300	0.793
30	mpfc	301	0.885
30	mpfc	302	0.48
30	mpfc	303	0.698
30	mpfc	304	0.367
30	mpfc	305	0.927
30	mpfc	306	0.892
30	mpfc	307	0.171
30	mpfc	308	0.635
30	mpfc	309	0.3
30	mpfc	310	0.475
30	mpfc	311	0.358
30	mpfc	312	0.757
30	mpfc	313	0.164
30	mpfc	314	0.755
30	mpfc	315	0.123
30	mpfc	316	0.751
30	mpfc	317	0.983
30	mpfc	318	0.981
30	mpfc	319	0.66
30	mpfc	320	0.694
30	mpfc	321	0.879
30	mpfc	322	0.289
30	mpfc	323	0.103
30	mpfc	324	0.539
30	mpfc	325	0.665
30	mpfc	326	0.195
30	mpfc	327	0.632
30	mpfc	328	0.944
30	mpfc	329	0.89
30	mpfc	330	0.327
30	mpfc	331	0.892
30	mpfc	332	0.17
30	mpfc	333	0.734
30	mpfc	334	0.541
30	mpfc	335	0.387
30	mpfc	336	0.166
30	mpfc	337	0.551
30	mpfc	338	0.348
30	mpfc	339	0.967
30	mpfc	340	0.449
30	mpfc	341	0.664
30	mpfc	342	0.784
30	mpfc	343	0.371
30	mpfc	344	0.779
30	mpfc	345	0.558
30	mpfc	346	0.443
30	mpfc	347	0.035
30	mpfc	348	0.275
30	mpfc	349	0.667
30	mpfc	350	0.377
30	mpfc	351	0.895
30	mpfc	352	0.438
30	mpfc	353	0.509
30	mpfc	354	0.075
30	mpfc	355	0.393
30	mpfc	356	0.082
30	mpfc	357	0.075
30	mpfc	358	0.521
30	mpfc	359	0.293
30	mpfc	360	0.805
30	mpfc	361	0.578
30	mpfc	362	0.993
30	mpfc	363	0.389
30	mpfc	364	0.454
30	mpfc	365	0.665
30	mpfc	366	0.156
30	mpfc	367	0.556
30	mpfc	368	0.555
30	mpfc	369	0.977
30	mpfc	370	0.217
30	mpfc	371	0.263
30	mpfc	372	0.028
30	mpfc	373	0.698
30	mpfc	374	0.35
30	mpfc	375	0.394
30	mpfc	376	0.816
30	mpfc	377	0.829
30	mpfc	378	0.468
30	mpfc	379	0.494
30	mpfc	380	0.872
30	mpfc	381	0.615
30	mpfc	382	0.589
30	mpfc	383	0.538
30	mpfc	384	0.679
30	mpfc	385	0.591
30	mpfc	386	0.385
30	mpfc	387	0.588
30	mpfc	388	0.825
30	mpfc	389	0.198
30	mpfc	390	0.49
30	mpfc	391	0.798
30	mpfc	392	0.518
30	mpfc	393	0.596
30	mpfc	394	0.179
30	mpfc	395	0.111
30	mpfc	396	0.686
30	mpfc	397	0.901
30	mpfc	398	0.524
30	mpfc	399	0.217
30	mpfc	400	0.698
30	mpfc	401	0.669
30	mpfc	402	0.838
30	mpfc	403	0.559
30	mpfc	404	0.702
30	mpfc	405	0.697
30	mpfc	406	0.623
30	mpfc	407	0.423
30	mpfc	408	0.994
30	mpfc	409	0.856
30	mpfc	410	0.123
30	mpfc	411	0.246
30	mpfc	412	0.767
30	mpfc	413	0.195
30	mpfc	414	0.759
30	mpfc	415	0.23
30	mpfc	416	0.621
30	mpfc	417	0.972
30	mpfc	418	0.695
30	mpfc	419	0.039
30	mpfc	420	0.121
30	mpfc	421	0.32
30	mpfc	422	0.394
30	mpfc	423	0.682
30	mpfc	424	0.557
30	mpfc	425	0.456
30	mpfc	426	0.6
30	mpfc	427	0.18
30	mpfc	428	0.944
30	mpfc	429	0.514
30	mpfc	430	0.509
30	mpfc	431	0.412
30	mpfc	432	0.567
30	mpfc	433	0.433
30	mpfc	434	0.233
30	mpfc	435	0.855
30	mpfc	436	0.156
30	mpfc	437	0.553
30	mpfc	438	0.441
30	mpfc	439	0.854
30	mpfc	440	0.411
30	mpfc	441	0.5
30	mpfc	442	0.215
30	mpfc	443	0.772
30	mpfc	444	0.684
30	mpfc	445	0.043
30	mpfc	446	0.825
30	mpfc	447	0.178
30	mpfc	448	0.3
30	mpfc	449	0.339
30	mpfc	450	0.402
30	mpfc	451	0.808
30	mpfc	452	0.075
30	mpfc	453	0.693
30	mpfc	454	0.267
30	mpfc	455	0.82
30	mpfc	456	0.861
30	mpfc	457	0.761
30	mpfc	458	0.353
30	mpfc	459	0.536
30	mpfc	460	0.916
30	mpfc	461	0.022
30	mpfc	462	0.679
30	mpfc	463	0.979
30	mpfc	464	0.343
30	mpfc	465	0.898
30	mpfc	466	0.106
30	mpfc	467	0.096
30	mpfc	468	0.115
30	mpfc	469	0.512
30	mpfc	470	0.792
30	mpfc	471	0.538
30	mpfc	472	0.626
30	mpfc	473	0.297
30	mpfc	474	0.254
30	mpfc	475	0.566
30	mpfc	476	0.212
30	mpfc	477	0.423
30	mpfc	478	0.488
30	mpfc	479	0.977
30	mpfc	480	0.063
30	mpfc	481	0.193
30	mpfc	482	0.408
30	mpfc	483	0.854
30	mpfc	484	0.134
30	mpfc	485	0.22
30	mpfc	486	0.897
30	mpfc	487	0.719
30	mpfc	488	0.219
30	mpfc	489	0.699
30	mpfc	490	0.488
30	mpfc	491	0.991
30	mpfc	492	0.66
30	mpfc	493	0.483
30	mpfc	494	0.905
30	mpfc	495	0.39
30	mpfc	496	0.847
30	mpfc	497	0.125
30	mpfc	498	0.088
30	mpfc	499	0.92
30	mpfc	500	0.872
30	mpfc	501	0.132
30	mpfc	502	0.636
30	mpfc	503	0.696
30	mpfc	504	0.985
30	mpfc	505	0.425
30	mpfc	506	0.148
30	mpfc	507	0.594
30	mpfc	508	0.187
30	mpfc	509	0.55
30	mpfc	510	0.536
30	mpfc	511	0.384
30	mpfc	512	0.969
30	mpfc	513	0.68
30	mpfc	514	0.148
30	mpfc	515	0.009
30	mpfc	516	0.475
30	mpfc	517	0.103
30	mpfc	518	0.987
30	mpfc	519	0.027
30	mpfc	520	0.588
30	mpfc	521	0.741
30	mpfc	522	0.061
30	mpfc	523	0.838
30	mpfc	524	0.803
30	mpfc	525	0.736
30	mpfc	526	0.158
30	mpfc	527	0.266
30	mpfc	528	0.194
30	mpfc	529	0.553
30	mpfc	530	0.989
30	mpfc	531	0.021
30	mpfc	532	0.113
30	mpfc	533	0.919
30	mpfc	534	0.467
30	mpfc	535	0.16
30	mpfc	536	0.395
30	mpfc	537	0.031
30	mpfc	538	0.787
30	mpfc	539	0.415
30	mpfc	540	0.573
30	mpfc	541	0.749
30	mpfc	542	0.66
30	mpfc	543	0.333
30	mpfc	544	0.973
30	mpfc	545	0.713
30	mpfc	546	0.528
30	mpfc	547	0.217
30	mpfc	548	0.776
30	mpfc	549	0.35
30	mpfc	550	0.871
30	mpfc	551	0.375
30	mpfc	552	0.755
30	mpfc	553	0.209
30	mpfc	554	0.417
30	mpfc	555	0.46
30	mpfc	556	0.358
30	mpfc	557	0.864
30	mpfc	558	0.411
30	mpfc	559	0.191
30	mpfc	560	0.117
30	mpfc	561	0.984
30	mpfc	562	0.355
30	mpfc	563	0.267
30	mpfc	564	0.354
30	mpfc	565	0.242
30	mpfc	566	0.242
30	mpfc	567	0.482
30	mpfc	568	0.233
30	mpfc	569	0.322
30	mpfc	570	0.801
30	mpfc	571	0.764
30	mpfc	572	0.083
30	mpfc	573	0.383
30	mpfc	574	0.408
30	mpfc	575	0.679
30	mpfc	576	0.25
30	mpfc	577	0.634
30	mpfc	578	0.881
30	mpfc	579	0.853
30	mpfc	580	0.652
30	mpfc	581	0.625
30	mpfc	582	0.077
30	mpfc	583	0.05
30	mpfc	584	0.661
30	mpfc	585	0.349
30	mpfc	586	0.441
30	mpfc	587	0.546
30	mpfc	588	0.443
30	mpfc	589	0.817
30	mpfc	590	0.546
30	mpfc	591	0.024
30	mpfc	592	0.761
30	mpfc	593	0.428
30	mpfc	594	0.92
30	mpfc	595	0.362
30	mpfc	596	0.578
30	mpfc	597	0.807
30	mpfc	598	0.394
30	mpfc	599	0.877
30	mpfc	600	0.845
30	mpfc	601	0.961
30	mpfc	602	0.497
30	mpfc	603	0.748
30	mpfc	604	0.075
30	mpfc	605	0.425
30	mpfc	606	0.283
30	mpfc	607	0.134
30	mpfc	608	0.693
30	mpfc	609	0.189
30	mpfc	610	0.09
30	mpfc	611	0.105
30	mpfc	612	0.507
30	mpfc	613	0.937
30	mpfc	614	0.668
30	mpfc	615	0.27
30	mpfc	616	0.644
30	mpfc	617	0.7
30	mpfc	618	0.306
30	mpfc	619	0.025
30	mpfc	620	0.251
30	mpfc	621	0.68
30	mpfc	622	0.893
30	mpfc	623	0.066
30	mpfc	624	0.891
30	mpfc	625	0.101
30	mpfc	626	0.625
30	mpfc	627	0.396
30	mpfc	628	0.373
30	mpfc	629	0.38
30	mpfc	630	0.208
30	mpfc	631	0.482
30	mpfc	632	0.168
30	mpfc	633	0.452
30	mpfc	634	0.267
30	mpfc	635	0.774
30	mpfc	636	0.788
30	mpfc	637	0.073
30	mpfc	638	0.378
30	mpfc	639	0.375
30	mpfc	640	0.36
30	mpfc	641	0.825
30	mpfc	642	0.557
30	mpfc	643	0.281
30	mpfc	644	0.239
30	mpfc	645	0.975
30	mpfc	646	0.418
30	mpfc	647	0.243
30	mpfc	648	0.83
30	mpfc	649	0.719
30	mpfc	650	0.706
30	mpfc	651	0.122
30	mpfc	652	0.022
30	mpfc	653	0.141
30	mpfc	654	0.348
30	mpfc	655	0.984
30	mpfc	656	0.604
30	mpfc	657	0.062
30	mpfc	658	0.337
30	mpfc	659	0.306
30	mpfc	660	0.604
30	mpfc	661	0.288
30	mpfc	662	0.901
30	mpfc	663	0.49
30	mpfc	664	0.673
30	mpfc	665	0.418
30	mpfc	666	0.654
30	mpfc	667	0.513
30	mpfc	668	0.319
30	mpfc	669	0.319
30	mpfc	670	0.276
30	mpfc	671	0.716
30	mpfc	672	0.394
30	mpfc	673	0.46
30	mpfc	674	0.579
30	mpfc	675	0.84
30	mpfc	676	0.965
30	mpfc	677	0.439
30	mpfc	678	0.567
30	mpfc	679	0.445
30	mpfc	680	0.643
30	mpfc	681	0.242
30	mpfc	682	0.957
30	mpfc	683	0.787
30	mpfc	684	0.205
30	mpfc	685	0.564
30	mpfc	686	0.092
30	mpfc	687	0.338
30	mpfc	688	0.566
30	mpfc	689	0.517
30	mpfc	690	0.741
30	mpfc	691	0.738
30	mpfc	692	0.889
30	mpfc	693	0.472
30	mpfc	694	0.3
30	mpfc	695	0.158
30	mpfc	696	0.354
30	mpfc	697	0.008
30	mpfc	698	0.21
30	mpfc	699	0.662
30	mpfc	700	0.417
30	mpfc	701	0.665
30	mpfc	702	0.753
30	mpfc	703	0.772
30	mpfc	704	0.407
30	mpfc	705	0.617
30	mpfc	706	0.76
30	mpfc	707	0.307
30	mpfc	708	0.031
30	mpfc	709	0.287
30	mpfc	710	0.436
30	mpfc	711	0.785
30	mpfc	712	0.026
